,Request #,Status,Request Type,Subrequest Type,Additional Subrequest Type,Date / Time Opened,Date / Time Closed,Request Origin,System of Origin ID,Contact Type,Preferred Language,State Issue,Parent Request,Closed When Created,Address,City,Council District,ZIP,Latitude,Longitude,Mapped Location
285559,253343,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/30/2019 05:10:31 PM,01/16/2020 01:50:22 PM,Phone,,,,False,,False,302 Circuit Rd,,,,35.87101,-86.82471,"(35.87101, -86.82471)"
285623,257667,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/10/2019 05:10:19 PM,01/16/2020 02:06:17 PM,hubNashville Community,,,,False,,False,6414 Patton Ave,NASHVILLE,20.0,37209,36.1500403,-86.87334579999998,"(36.1500403, -86.87334579999998)"
285784,262375,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/22/2019 12:36:17 PM,01/16/2020 02:16:36 PM,hubNashville Community,,,,False,,False,4303 Gallatin Pike,NASHVILLE,8.0,37216,36.226031899999995,-86.72602799999999,"(36.2260319, -86.72602799999999)"
285933,256548,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/08/2019 03:55:34 PM,01/16/2020 01:57:49 PM,Phone,,,,False,,False,1509 22nd Ave N,NASHVILLE,21.0,37208,36.17313,-86.81193,"(36.17313, -86.81193)"
286334,252868,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2019 10:40:15 PM,01/14/2020 08:05:03 AM,hubNashville Community,,,,False,,False,1004 Wade Ave,NASHVILLE,17.0,37203,36.136548499999996,-86.78505910000001,"(36.1365485, -86.78505910000001)"
286497,267610,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/04/2019 05:35:49 PM,12/04/2019 08:17:21 AM,hubNashville Community,,,,False,,False,1707 Blair Blvd,NASHVILLE,18.0,37212,36.1294785,-86.79675220000001,"(36.1294785, -86.79675220000001)"
286990,257681,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/10/2019 05:26:17 PM,11/28/2019 08:10:45 AM,hubNashville Community,,,,False,253790.0,False,1001 4th Ave N,NASHVILLE,19.0,37219,36.1737437,-86.78632729999998,"(36.1737437, -86.78632729999998)"
287549,254299,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/02/2019 03:13:26 PM,10/02/2019 05:40:31 PM,Phone,,,,False,,False,1913 Seminole Ave,NASHVILLE,17.0,37211,36.12721,-86.75952,"(36.12721, -86.75952)"
287936,264572,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/27/2019 09:27:38 PM,10/30/2019 08:00:25 AM,hubNashville Community,,,,False,,False,1005 9th Ave S,NASHVILLE,17.0,37203,36.14499,-86.78087,"(36.14499, -86.78087)"
287938,261774,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/20/2019 02:46:09 PM,10/21/2019 03:07:37 PM,hubNashville Community,,,,False,,False,3908 Moss Rose Dr,NASHVILLE,7.0,37216,36.2094652,-86.70220379999999,"(36.2094652, -86.7022038)"
288078,252255,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/26/2019 08:28:36 PM,09/30/2019 05:51:59 PM,Phone,,,,False,,False,1305 Shelby Ave,NASHVILLE,6.0,37206,36.1711,-86.74750999999999,"(36.1711, -86.74751)"
288136,253081,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/30/2019 11:12:49 AM,01/16/2020 01:48:31 PM,hubNashville Community,,,,False,,False,736 Lake Terrace Dr,NASHVILLE,29.0,37217,36.08050276157183,-86.61346449325407,"(36.08050276157183, -86.61346449325407)"
288935,258198,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/11/2019 05:11:42 PM,11/28/2019 08:12:13 AM,hubNashville Community,,,,False,,False,801 Main St,NASHVILLE,6.0,37206,36.175683899999996,-86.75883899999997,"(36.1756839, -86.75883899999997)"
289210,267261,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/03/2019 08:43:38 PM,12/13/2019 10:28:03 PM,hubNashville Community,,,,False,,False,960 9th Ave S,NASHVILLE,17.0,37203,36.14523,-86.78035,"(36.14523, -86.78035)"
289305,258239,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/11/2019 06:10:41 PM,11/26/2019 08:02:30 AM,hubNashville Community,,,,False,197943.0,False,702 S 12th St,NASHVILLE,6.0,37206,36.16749540000001,-86.75018190000004,"(36.16749540000001, -86.75018190000003)"
289496,252869,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2019 10:41:11 PM,01/22/2020 08:04:31 AM,hubNashville Community,,,,False,,False,415A 36th Ave N,NASHVILLE,24.0,37209,36.1539352,-86.8279761,"(36.1539352, -86.8279761)"
290203,252866,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2019 10:38:12 PM,09/30/2019 05:53:16 PM,hubNashville Community,,,,False,,False,1202 Katie Ave,NASHVILLE,2.0,37207,36.196693700000004,-86.78026240000004,"(36.1966937, -86.78026240000003)"
291386,251242,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/25/2019 01:40:31 AM,11/16/2019 08:10:07 AM,hubNashville Community,,,,False,251237.0,False,613 Vantrease Rd,MADISON,8.0,37115,36.258095000000004,-86.72983699999996,"(36.258095, -86.72983699999997)"
291831,259018,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/14/2019 07:40:16 PM,11/28/2019 08:12:27 AM,Phone,,,,False,,False,632 N 5th St,NASHVILLE,5.0,37207,36.18225,-86.76411999999999,"(36.18225, -86.76412)"
292172,260627,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/17/2019 03:04:00 PM,10/17/2019 05:06:40 PM,Phone,,,,False,,False,426 Patterson St,NASHVILLE,16.0,37211,36.103098100000004,-86.74397499999998,"(36.1030981, -86.74397499999998)"
292728,252870,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2019 10:53:50 PM,09/30/2019 07:26:00 PM,hubNashville Community,,,,False,,False,127 Fern Ave,NASHVILLE,2.0,37207,36.197225200000005,-86.7811261,"(36.1972252, -86.7811261)"
293069,253313,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/30/2019 04:48:09 PM,01/16/2020 01:49:57 PM,hubNashville Community,,,,False,,False,140 Woodmont Blvd,NASHVILLE,24.0,37205,36.121590000000005,-86.84405,"(36.12159, -86.84405)"
293464,256389,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/08/2019 04:51:22 AM,11/28/2019 08:11:50 AM,Mobile App,,,,False,,False,1210 Ashwood Ave,NASHVILLE,18.0,37212,36.128981594101134,-86.79000969976187,"(36.128981594101134, -86.79000969976187)"
293859,251201,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/24/2019 09:43:34 PM,09/25/2019 03:02:51 PM,hubNashville Community,,,,False,,False,1001 4th Ave N,NASHVILLE,19.0,37219,36.1737437,-86.78632729999998,"(36.1737437, -86.78632729999998)"
294351,252867,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/27/2019 10:39:22 PM,01/14/2020 08:05:10 AM,hubNashville Community,,,,False,,False,1900 Electric Ave,NASHVILLE,6.0,37206,36.1667808,-86.73803679999996,"(36.1667808, -86.73803679999997)"
295585,262373,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/22/2019 04:23:09 AM,01/14/2020 08:05:10 AM,hubNashville Community,,,,False,252867.0,False,1900 Electric Ave,NASHVILLE,6.0,37206.0,36.1667808,-86.73803679999996,"(36.1667808, -86.73803679999997)"
295762,257637,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,10/10/2019 04:30:36 PM,01/16/2020 02:05:52 PM,hubNashville Community,,,,False,,False,2219 10th Ave S,NASHVILLE,17.0,37204.0,36.1275664,-86.78650390000001,"(36.1275664, -86.78650390000001)"
296630,258564,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/13/2019 10:54:28 PM,11/28/2019 08:10:45 AM,hubNashville Community,,,,False,253790.0,False,1001 4th Ave N,NASHVILLE,19.0,37219.0,36.1737437,-86.78632729999998,"(36.1737437, -86.78632729999998)"
296649,252756,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/27/2019 08:04:19 PM,01/16/2020 01:48:01 PM,Phone,,,,False,,False,1134 Howard Ave,NASHVILLE,7.0,37216.0,36.21145,-86.72916,"(36.21145, -86.72916)"
296856,261768,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/20/2019 12:22:30 PM,,hubNashville Community,,,,False,,False,3908 Moss Rose Dr,NASHVILLE,7.0,37216.0,36.2094652,-86.70220379999999,"(36.2094652, -86.7022038)"
297145,255415,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,10/04/2019 03:17:18 PM,10/09/2019 07:15:24 AM,hubNashville Community,,,,False,,False,2840 Steamboat Dr,NASHVILLE,15.0,37214.0,36.23568119999999,-86.69706610000004,"(36.23568119999999, -86.69706610000003)"
297558,233360,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/16/2019 11:54:55 PM,09/18/2019 07:09:26 AM,hubNashville Community,,,,False,,False,962 9th Ave S,NASHVILLE,17.0,37203.0,36.145230311599335,-86.78036749325408,"(36.145230311599335, -86.78036749325408)"
297585,242193,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/05/2019 12:53:01 AM,09/05/2019 03:55:09 PM,hubNashville Community,,,,False,,False,622 Fatherland St,NASHVILLE,6.0,37206.0,36.171013099999996,-86.75960859999998,"(36.1710131, -86.75960859999998)"
297817,234795,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/20/2019 06:06:02 PM,08/27/2019 05:05:21 PM,hubNashville Community,,,,False,,False,1614 Gartland Ave,NASHVILLE,6.0,37206.0,36.17864531161354,-86.74045385,"(36.17864531161355, -86.74045385)"
297866,248335,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/18/2019 02:29:36 PM,11/28/2019 08:10:37 AM,hubNashville Community,,,,False,,False,405 Avoca St,NASHVILLE,21.0,37203.0,36.14677639999999,-86.81800429999998,"(36.1467764, -86.81800429999998)"
298876,240094,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/30/2019 03:22:19 AM,11/06/2019 05:18:26 PM,hubNashville Community,,,,False,,False,2118 Fairfax Ave,NASHVILLE,18.0,37212.0,36.1348943,-86.80292829999996,"(36.1348943, -86.80292829999996)"
299143,246428,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/13/2019 01:25:38 PM,01/16/2020 01:38:33 PM,hubNashville Community,,,,False,,False,4 Fern Ave,NASHVILLE,5.0,37207.0,36.19522161162058,-86.77320210000003,"(36.19522161162058, -86.77320210000005)"
299307,240661,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/31/2019 01:34:02 AM,11/26/2019 08:05:39 AM,Mobile App,,,,False,,False,3513 Park Ave,NASHVILLE,24.0,37209.0,36.1514539,-86.8271133,"(36.1514539, -86.8271133)"
300220,233166,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/16/2019 07:00:40 PM,08/16/2019 07:13:53 PM,Mobile App,,,,False,,False,1516 Shelby Ave,NASHVILLE,6.0,37206.0,36.170281,-86.7435036,"(36.170281, -86.7435036)"
300288,243139,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/06/2019 02:44:17 PM,09/06/2019 03:48:57 PM,Phone,,,,False,,False,419 Park Cir,NASHVILLE,24.0,37205.0,36.14141300000001,-86.82443899999998,"(36.14141300000001, -86.82443899999998)"
301820,243001,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/06/2019 12:15:01 PM,12/13/2019 10:27:48 PM,hubNashville Community,,,,False,,False,1001 9th Ave S,NASHVILLE,17.0,37203.0,36.1450694,-86.78071390000002,"(36.1450694, -86.78071390000002)"
301884,249679,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/20/2019 04:01:11 PM,10/02/2019 05:39:14 PM,Phone,,,,False,,False,111 Joyner Ave,NASHVILLE,16.0,37210.0,36.11594,-86.74213,"(36.11594, -86.74213)"
301948,234744,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/20/2019 05:16:46 PM,08/20/2019 08:40:15 PM,hubNashville Community,,,,False,,False,2707 Linmar Ave,NASHVILLE,24.0,37215.0,36.1263538,-86.81559940000001,"(36.1263538, -86.8155994)"
302352,233724,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/19/2019 01:08:53 PM,11/06/2019 05:08:51 PM,Phone,,,,False,,False,900 Crescent Hill Rd,NASHVILLE,6.0,37206.0,36.184308,-86.72172899999998,"(36.184308, -86.72172899999998)"
302461,240794,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/01/2019 10:37:47 PM,11/26/2019 08:05:39 AM,Mobile App,,,,False,240661.0,False,3513 Park Ave,NASHVILLE,24.0,37209.0,36.15145356851,-86.82711336761713,"(36.15145356851, -86.82711336761713)"
302762,234094,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/19/2019 06:03:18 PM,08/27/2019 05:14:56 PM,hubNashville Community,,,,False,,False,1212 Avondale Cir,NASHVILLE,19.0,37219.0,36.163000000000004,-86.78200000000001,"(36.163, -86.782)"
302906,246063,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/12/2019 06:25:45 PM,01/14/2020 08:04:30 AM,Mobile App,,,,False,,False,808 Lena St,NASHVILLE,21.0,37208.0,36.160927469519336,-86.81786008179188,"(36.160927469519336, -86.81786008179188)"
303112,250192,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/23/2019 02:33:42 AM,09/23/2019 04:51:23 PM,hubNashville Community,,,,False,,False,716 S 12th St,NASHVILLE,6.0,37206.0,36.1664463,-86.75017209999999,"(36.1664463, -86.75017209999999)"
303365,223422,In Progress,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/31/2019 08:27:07 PM,,hubNashville Community,,,,False,186395.0,False,1202 Katie Ave,NASHVILLE,2.0,37207.0,36.196693700000004,-86.78026240000004,"(36.1966937, -86.78026240000003)"
304490,234326,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/19/2019 09:49:10 PM,08/20/2019 04:48:48 PM,Mobile App,,,,False,,False,1390 Adams St,NASHVILLE,19.0,37208.0,36.181489674509045,-86.78361598402262,"(36.18148967450905, -86.78361598402262)"
304515,237699,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/26/2019 04:52:17 PM,08/27/2019 04:39:10 PM,hubNashville Community,,,,False,,False,2118 Fairfax Ave,NASHVILLE,18.0,37212.0,36.135022611595,-86.8028286,"(36.135022611595, -86.8028286)"
305137,241132,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/03/2019 03:51:56 PM,11/26/2019 08:06:27 AM,Mobile App,,,,False,,False,523 Weakley Ave,NASHVILLE,5.0,37207.0,36.19726912575547,-86.78192049264908,"(36.19726912575547, -86.78192049264908)"
305788,250162,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/22/2019 07:38:12 PM,09/23/2019 04:44:11 PM,Mobile App,,,,False,,False,901 Strouse Ave,NASHVILLE,5.0,37206.0,36.19512886129355,-86.74990279600023,"(36.195128861293554, -86.74990279600024)"
306849,237318,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/25/2019 05:11:47 PM,08/26/2019 08:32:15 PM,hubNashville Community,,,,False,,False,6222 Robertson Ave,NASHVILLE,20.0,37209.0,36.157554911604564,-86.87352729999998,"(36.157554911604564, -86.87352729999998)"
306850,247692,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/17/2019 11:50:35 AM,11/27/2019 08:07:17 AM,hubNashville Community,,,,False,,False,1001 9th Ave S,NASHVILLE,17.0,37203.0,36.1450694,-86.78071390000002,"(36.1450694, -86.78071390000002)"
307573,248481,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/18/2019 05:14:19 PM,11/28/2019 08:10:30 AM,hubNashville Community,,,,False,,False,2510 Westwood Ave,NASHVILLE,18.0,37212.0,36.127163,-86.80827899999996,"(36.127163, -86.80827899999997)"
308084,249402,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/19/2019 09:25:46 PM,01/16/2020 01:43:51 PM,Phone,,,,False,,False,925 Denson Ave,MADISON,7.0,37115.0,36.249759999999995,-86.70778,"(36.24976, -86.70778)"
308425,248655,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/18/2019 08:32:04 PM,09/19/2019 07:05:12 PM,Phone,,,,False,,False,1315 Wade Ave,NASHVILLE,17.0,37212.0,36.13685,-86.79032,"(36.13685, -86.79032)"
308811,240542,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/30/2019 08:04:39 PM,09/03/2019 03:45:50 PM,hubNashville Community,,,,False,,False,124 30th Ave N,NASHVILLE,21.0,37203.0,36.145199700000006,-86.8150321,"(36.1451997, -86.8150321)"
308813,247685,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/17/2019 07:29:18 AM,11/28/2019 08:09:48 AM,hubNashville Community,,,,False,,False,500 Rolling Mill Hill Greenway,NASHVILLE,19.0,37210.0,36.1571201,-86.76540119999999,"(36.1571201, -86.76540119999999)"
309174,244563,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/10/2019 01:02:53 PM,11/28/2019 08:09:57 AM,hubNashville Community,,,,False,,False,1001 9th Ave S,NASHVILLE,17.0,37203.0,36.1450694,-86.78071390000002,"(36.1450694, -86.78071390000002)"
309295,233830,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/19/2019 02:23:05 PM,09/18/2019 07:10:20 AM,hubNashville Community,,,,False,,False,1017 Wade Ave,NASHVILLE,17.0,37203.0,36.13641,-86.7862,"(36.13641, -86.7862)"
309387,240752,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/01/2019 01:51:44 AM,09/03/2019 02:50:13 PM,hubNashville Community,,,,False,,False,1001 9th Ave S,NASHVILLE,17.0,37203.0,36.14517831334396,-86.78058762254636,"(36.145178313343955, -86.78058762254636)"
310457,245914,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,09/12/2019 03:25:21 PM,01/16/2020 01:38:15 PM,Phone,,,,False,,False,4 Fern Ave,NASHVILLE,5.0,37207.0,36.19509499999999,-86.77319,"(36.19509499999999, -86.77319)"
310673,246924,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,09/14/2019 06:15:57 AM,11/26/2019 08:06:11 AM,Mobile App,,,,False,,False,1042 9th Ave N,NASHVILLE,19.0,37208.0,36.172353256256045,-86.79167803376913,"(36.172353256256045, -86.79167803376913)"
311050,228671,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/09/2019 12:30:45 AM,08/09/2019 04:19:37 PM,hubNashville Community,,,,False,,False,960 9th Ave S,NASHVILLE,17.0,37203.0,36.1452271,-86.78035139999996,"(36.1452271, -86.78035139999997)"
311720,223550,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/01/2019 07:26:32 AM,09/04/2019 07:16:30 AM,hubNashville Community,,,,False,148581.0,False,548 Rural Hill Rd,NASHVILLE,29.0,37217.0,36.085589,-86.62282259999999,"(36.085589, -86.6228226)"
313088,221469,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/28/2019 05:53:11 AM,09/12/2019 07:06:15 AM,hubNashville Community,,,,False,,False,11 N Hill St,NASHVILLE,17.0,37210.0,36.144961,-86.76171599999998,"(36.144961, -86.76171599999998)"
313293,221353,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/26/2019 11:41:51 PM,09/18/2019 07:07:19 AM,hubNashville Community,,,,False,,False,421 Moore Ave,NASHVILLE,17.0,37203.0,36.1364969,-86.76340820000001,"(36.1364969, -86.76340820000001)"
315561,231819,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/14/2019 10:52:47 PM,10/01/2019 07:08:40 AM,hubNashville Community,,,,False,,False,725 Benton Ave,NASHVILLE,17.0,37204.0,36.131818100000004,-86.77546289999998,"(36.1318181, -86.77546289999998)"
316801,219396,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/23/2019 10:00:04 PM,09/18/2019 07:07:13 AM,hubNashville Community,,,,False,,False,2007 Upland Dr,NASHVILLE,7.0,37216.0,36.1987267,-86.70687220000002,"(36.1987267, -86.70687220000002)"
317259,226109,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/06/2019 12:04:09 AM,10/09/2019 07:08:29 AM,hubNashville Community,,,,False,226693.0,False,1018 Wedgewood Ave,NASHVILLE,17.0,37203.0,36.13613,-86.78635,"(36.13613, -86.78635)"
317748,229612,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/11/2019 04:42:12 PM,09/18/2019 07:08:49 AM,hubNashville Community,,,,False,,False,912 Phillips St,NASHVILLE,19.0,37208.0,36.17219789999999,-86.79270539999997,"(36.17219789999999, -86.79270539999999)"
317853,225074,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/03/2019 06:57:28 PM,11/28/2019 08:07:53 AM,hubNashville Community,,,,False,,False,840 Woodcraft Dr,NASHVILLE,13.0,37214.0,36.13083029999999,-86.63974470000001,"(36.1308303, -86.6397447)"
318664,217916,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/20/2019 08:27:38 PM,07/24/2019 02:34:24 PM,hubNashville Community,,,,False,,False,2695 Inga St,NASHVILLE,5.0,37216.0,36.19938930000001,-86.74894909999999,"(36.19938930000001, -86.7489491)"
319806,502904,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/13/2020 11:56:40 PM,,Mobile App,,,,False,,False,605 Neill Ave,NASHVILLE,5.0,37206.0,36.1815651,-86.75964789999998,"(36.1815651, -86.75964789999999)"
319965,217951,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/21/2019 07:37:14 AM,09/18/2019 07:06:00 AM,hubNashville Community,,,,False,,False,405 Avoca St,NASHVILLE,21.0,37203.0,36.146774799999996,-86.81801029999995,"(36.1467748, -86.81801029999997)"
320589,223741,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,08/01/2019 03:02:13 PM,08/27/2019 05:24:03 PM,Phone,,,,False,,False,Vibe Place,NASHVILLE,5.0,37216.0,36.203652399999996,-86.74219519999995,"(36.2036524, -86.74219519999997)"
320831,502867,New,Permits,Short Term Rental Permit,Short Term Rental Permit,11/13/2020 10:57:46 PM,,hubNashville Community,,,,False,,False,901 Locklayer St,NASHVILLE,19.0,37208.0,36.170883911610225,-86.79107309325407,"(36.170883911610225, -86.79107309325408)"
320906,502899,New,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,11/13/2020 11:42:46 PM,,Mobile App,,,,False,,False,605 Neill Ave,NASHVILLE,5.0,37206.0,36.1815651,-86.75964789999998,"(36.1815651, -86.75964789999999)"
321357,221988,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/29/2019 06:09:23 PM,08/01/2019 07:14:05 AM,Phone,,,,False,,False,1915 Delta Ave,NASHVILLE,21.0,37208.0,36.1841053,-86.80185909999999,"(36.1841053, -86.8018591)"
321580,220826,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/26/2019 04:54:53 AM,11/20/2019 08:05:59 AM,hubNashville Community,,,,False,,False,3947 Moss Rose Dr,NASHVILLE,7.0,37216.0,36.211625700000006,-86.70503599999999,"(36.2116257, -86.705036)"
321660,221365,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/27/2019 12:18:35 AM,09/18/2019 07:07:06 AM,hubNashville Community,,,,False,,False,674 Flintlock Ct,NASHVILLE,29.0,37217.0,36.086085,-86.63476700000002,"(36.086085, -86.63476700000001)"
322609,225401,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,08/05/2019 02:13:53 PM,08/05/2019 05:40:56 PM,Phone,,,,False,,False,1915 Delta Ave,NASHVILLE,21.0,37208.0,36.18411,-86.80185999999999,"(36.18411, -86.80186)"
324588,221435,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/27/2019 07:24:41 PM,09/24/2019 07:05:11 AM,hubNashville Community,,,,False,203840.0,False,1005 9th Ave S,NASHVILLE,17.0,37203.0,36.14492127212936,-86.78084627270857,"(36.14492127212936, -86.78084627270857)"
325881,200465,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/16/2019 03:10:17 PM,06/22/2019 07:09:33 AM,hubNashville Community,,,,False,,False,909 Halcyon Ave,NASHVILLE,17.0,37204.0,36.1220877,-86.78468889999998,"(36.1220877, -86.78468889999999)"
326108,206025,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/26/2019 05:43:52 PM,06/26/2019 06:03:57 PM,hubNashville Community,,,,False,,False,210 32nd St,OLD HICKORY,11.0,37138.0,36.246353000000006,-86.63552399999998,"(36.246353, -86.63552399999998)"
327065,203159,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/21/2019 07:31:06 AM,01/21/2020 06:15:30 PM,hubNashville Community,,,,False,,False,2350 Elm Hill Pike,NASHVILLE,15.0,37214.0,36.1538243,-86.68510440000001,"(36.1538243, -86.6851044)"
327588,208707,Closed,Permits,Short Term Rental Permit,Short Term Rental Permit,07/01/2019 08:36:18 PM,07/03/2019 01:01:13 PM,Phone,,,,False,,False,1006 Pleasant View Dr,NASHVILLE,13.0,37214.0,36.128151,-86.63620000000004,"(36.128151, -86.63620000000003)"
327925,210084,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/04/2019 12:54:42 PM,09/24/2019 07:05:11 AM,hubNashville Community,,,,False,203840.0,False,1005 9th Ave S,NASHVILLE,17.0,37203.0,36.14494094720934,-86.78083727756203,"(36.14494094720934, -86.78083727756203)"
328831,208218,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/01/2019 01:47:12 PM,09/17/2019 07:04:49 AM,Phone,,,,False,,False,2946 Treloar Way,Hermitage,,37076.0,36.168822999999996,-86.62214849999998,"(36.168823, -86.62214849999998)"
329267,210787,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/07/2019 01:29:24 PM,11/08/2019 08:06:02 AM,hubNashville Community,,,,False,210672.0,False,706 S 12th St,NASHVILLE,6.0,37206.0,36.1672009,-86.75017709999996,"(36.1672009, -86.75017709999997)"
329617,199823,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/14/2019 02:58:49 AM,06/14/2019 01:39:51 PM,hubNashville Community,,,,False,,False,1407 Holly St,NASHVILLE,6.0,37206.0,36.176008200000005,-86.7453107,"(36.1760082, -86.7453107)"
330031,214679,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,07/15/2019 06:16:19 AM,11/05/2019 08:05:44 AM,hubNashville Community,,,,False,,False,1711 Golf Street,NASHVILLE,7.0,37216.0,36.163000000000004,-86.78199999999998,"(36.163, -86.78199999999998)"
330494,201854,Closed,Property Violations,Short Term Rental Complaint,Short Term Rental Complaint,06/19/2019 12:16:14 AM,09/13/2019 07:03:55 AM,hubNashville Community,,,,False,,False,1453 Timber Valley Dr,NASHVILLE,13.0,37214.0,36.12727,-86.63615,"(36.12727, -86.63615)"
